rho,leaking_rate,density,beta,angle_offset,N_x,input_scale,value_rmse
0.9714633029001613,0.4927132999395162,0.07695874021592838,9.33055982478119e-06,21.87054696756688,300,0.9676667657493965,0.3491519099108338
