ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.0000000364594457,2.9999999635405543,60.00000072918891,59.99999927081109,0.0,9.723547898229894e-11,0.0,7.291743266498878e-05,362.00183150183153,361.6373626373627,2.600033506589298,2.659067989767403,7.29188912036567e-07
33,3.0005786040114337,2.9994213959885663,60.011572080228675,59.988427919771325,0.0,0.0153036655615659,0.0,0.9147801316161406,361.2728937728938,360.72619047619054,2.6000526166715456,2.660322446945734,0.01157135103976422
66,3.0019795606708417,2.9980204393291583,60.03959121341684,59.96040878658316,0.0,0.060902614113289046,0.0,1.8248911180215879,362.00183150183153,361.4551282051283,2.5999329682087113,2.659372743304871,0.028019133188166685
100,3.00446147053208,2.99553852946792,60.0892294106416,59.9107705893584,0.0,0.13678002260198516,0.0,2.7348299409079115,362.36630036630044,360.90842490842493,2.5999329682087113,2.6593357157569355,0.049638197224757916
133,3.008303804127682,2.991696195872318,60.16607608255364,59.83392391744636,0.0,0.2435955838105217,0.0,3.6496708230599317,362.36630036630044,360.90842490842493,2.600272683024214,2.6593357157569355,0.07684667191203812
166,3.0137803619909316,2.9862196380090684,60.27560723981863,59.72439276018137,0.0,0.37991307856217854,0.0,4.557861378734468,362.7307692307692,362.184065934066,2.600226898934459,2.6604619350755776,0.10953115726499368
200,3.021193002472277,2.978806997527723,60.42386004944553,59.57613995055447,0.0,0.5469531745278218,0.0,5.46882547383811,362.91300366300374,360.72619047619054,2.6007270237126243,2.6593441243354112,0.14825280962689985
233,3.0288382003785568,2.9711617996214432,60.576764007571136,59.423235992428864,0.087890625,0.744421390395683,2.6369070512703074,6.38011360979522,363.459706959707,360.5439560439561,2.6007270237126243,2.6592858551811513,0.15290395812560553
266,3.038318331809553,2.961681668190447,60.76636663619106,59.23363336380894,0.17578125,0.9721315269549761,2.638342068968209,7.290906088036688,365.0998168498169,360.17948717948724,2.602400480250886,2.6592858551811513,0.18960262861992533
300,3.0499382013714813,2.9500617986285187,60.99876402742963,59.00123597257037,0.263671875,1.230539983921279,2.6348970614345433,8.202889385834288,366.1932234432235,360.36172161172163,2.6038608632077764,2.661564794041149,0.23239739123857106
333,3.061999969884888,2.938000030115112,61.23999939769776,58.76000060230224,0.439453125,1.519635942478643,5.265169866966189,9.115673653829381,367.1043956043956,360.72619047619054,2.6055892791933766,2.662609960468475,0.24123537026812758
366,3.0781122117000113,2.9218877882999887,61.562244234000225,58.437755765999775,0.52734375,1.8387161328963066,2.6364412379313897,10.027122798559688,368.7445054945055,362.00183150183153,2.6055892791933766,2.665480461188007,0.3222448363024665
400,3.0952980766602476,2.9047019233397524,61.90596153320495,58.09403846679505,0.703125,2.1889916950882684,5.261189346531093,10.94059766257638,369.8379120879121,361.0906593406594,2.6084282282993354,2.665480461188007,0.34371729920472577
433,3.1151390513429713,2.8848609486570287,62.30278102685943,57.69721897314057,0.87890625,2.5671982937571753,5.295816774158852,11.848099645337461,370.93131868131866,361.0906593406594,2.611006726358964,2.6685544471703913,0.39681949365447944
466,3.1339859317104066,2.8660140682895934,62.67971863420813,57.32028136579187,1.23046875,2.9776999806553284,10.537564218433518,12.760258114460983,373.48260073260076,355.9880952380953,2.614822820591429,2.670927868673377,0.37693760734870213
500,3.142684535809762,2.857315464190238,62.85369071619524,57.14630928380476,2.109375,3.419599812457366,26.288243378996075,13.674348142006995,376.3983516483516,351.06776556776555,2.614822820591429,2.6646772830816206,0.17397208198711073
533,3.155118125915941,2.844881874084059,63.10236251831881,56.89763748168119,2.724609375,3.88920309786948,18.510243201341957,14.583081463181859,377.3095238095238,344.6895604395604,2.609855108202958,2.661333652201592,0.24867180212357257
566,3.173667738075322,2.826332261924678,63.47335476150644,56.52664523849356,3.076171875,4.390896591335086,10.538681491695998,15.495143228531811,380.58974358974365,342.8672161172161,2.6049454444577815,2.661333652201592,0.3709922431876308
600,3.1946277648431014,2.8053722351568986,63.892555296862035,56.107444703137965,3.427734375,4.921822704288285,10.561705324232047,16.405216758392957,383.14102564102564,340.315934065934,2.6063043426959904,2.656722286829897,0.4192005353555945
633,3.214359277282375,2.785640722717625,64.28718554564749,55.71281445435251,3.955078125,5.485897131475381,15.764476143807354,17.319797905088993,385.32783882783883,339.2225274725275,2.6063043426959904,2.655318326903317,0.3946302487854545
666,3.2376903144153886,2.762309685584611,64.75380628830777,55.24619371169222,4.39453125,6.078597771261331,13.17958544372611,18.231428290469655,387.3324175824176,335.57783882783883,2.6058485397721993,2.6547416051303343,0.46662074266028797
700,3.26156726592694,2.73843273407306,65.2313453185388,54.76865468146121,4.921875,6.699359757406931,15.873590299548075,19.1397226584474,388.7902930402931,333.39102564102564,2.604844764050204,2.6547416051303343,0.47753903023102356
733,3.2876598660566456,2.7123401339433544,65.75319732113292,54.246802678867084,5.44921875,7.3523783761432515,15.82413276211448,20.050855855154673,392.6172161172161,330.4752747252747,2.6043079957514292,2.653109143583985,0.5218520025941166
