ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,0.0,0.0,,,2816,3.438,366.9,2779,3.393,360.2,,,0.250
33,0.0,0.0,,,2712,3.311,348.0,2658,3.245,338.1,,,0.250
66,0.0,0.0,,,2621,3.200,331.4,2555,3.120,319.4,,,0.426
100,0.0,0.0,,,2539,3.100,316.4,2468,3.013,303.5,,,0.777
133,0.0,0.0,,,2462,3.006,302.4,2384,2.911,288.2,,,1.129
166,0.0,0.0,,,2385,2.912,288.4,2296,2.803,272.2,,,1.392
200,0.0,0.0,,,2324,2.838,277.3,2224,2.716,259.0,2.18494,2.25187,1.656
233,0.0,0.0,,,2258,2.757,265.2,2149,2.624,245.4,2.18494,2.25187,1.656
266,0.0,0.0,,,2199,2.685,254.5,2097,2.560,235.9,2.18494,2.25187,1.656
300,0.0,0.0,,,2147,2.621,245.0,2044,2.496,226.2,2.18494,2.25187,1.744
333,0.0,0.0,,,2090,2.552,234.6,1980,2.418,214.6,2.18494,2.25187,1.832
366,0.0,0.0,,,2040,2.491,225.5,1927,2.353,204.9,2.18494,2.25187,2.535
400,0.0,0.0,,,2000,2.442,218.2,1886,2.303,197.4,2.18494,2.25187,3.590
433,0.0,0.0,,,1959,2.392,210.7,1845,2.253,190.0,2.18355,2.25207,5.084
466,0.0,0.0,,,1919,2.343,203.5,1807,2.206,183.0,2.18355,2.25207,6.578
500,0.0,0.0,,,1886,2.303,197.4,1760,2.149,174.5,2.18355,2.25207,8.072
533,0.0,0.0,,,1849,2.258,190.7,1724,2.105,167.9,2.18355,2.25207,9.390
566,0.0,0.0,,,1809,2.209,183.4,1682,2.054,160.3,2.18355,2.25207,10.709
600,0.0,0.0,,,1778,2.171,177.8,1647,2.011,153.9,2.18355,2.25207,12.291
633,0.0,0.0,,,1744,2.129,171.6,1611,1.967,147.3,2.18368,2.25192,13.785
666,0.0,0.0,,,1718,2.098,166.8,1577,1.926,141.1,2.18368,2.25192,15.103
700,0.0,0.0,,,1675,2.045,159.0,1539,1.879,134.2,2.18368,2.25192,16.949
733,0.0,0.0,,,1646,2.010,153.7,1502,1.834,127.5,2.18368,2.25192,18.619
