ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,0.0,0.0,,,2797,3.415,363.5,2779,3.393,360.2,,,-0.264
33,0.0,0.0,,,2694,3.289,344.7,2656,3.243,337.8,,,-0.264
66,0.0,0.0,,,2579,3.149,323.7,2544,3.106,317.4,,,-0.176
100,0.0,0.0,,,2488,3.038,307.1,2456,2.999,301.3,,,0.176
133,0.0,0.0,,,2393,2.922,289.8,2360,2.882,283.8,,,0.352
166,0.0,0.0,,,2323,2.836,277.1,2282,2.786,269.6,,,0.439
200,0.0,0.0,,,2240,2.735,262.0,2206,2.694,255.8,2.20448,2.27462,0.615
233,0.0,0.0,,,2166,2.645,248.5,2131,2.602,242.1,2.20448,2.27462,0.703
267,0.0,0.0,,,2102,2.567,236.8,2068,2.525,230.6,2.20448,2.27462,0.791
300,0.0,0.0,,,2055,2.509,228.2,2013,2.458,220.6,2.20448,2.27462,1.055
333,0.0,0.0,,,1999,2.441,218.0,1957,2.389,210.4,2.20448,2.27462,1.230
366,0.0,0.0,,,1949,2.380,208.9,1901,2.321,200.2,2.20448,2.27462,1.230
400,0.0,0.0,,,1905,2.326,200.9,1855,2.265,191.8,2.20448,2.27462,1.230
433,0.0,0.0,,,1857,2.267,192.2,1818,2.220,185.1,2.20248,2.27454,1.143
467,0.0,0.0,,,1824,2.227,186.1,1772,2.164,176.7,2.20248,2.27454,0.879
500,0.0,0.0,,,1781,2.175,178.3,1741,2.126,171.0,2.20248,2.27454,0.615
533,0.0,0.0,,,1743,2.128,171.4,1704,2.081,164.3,2.20248,2.27454,0.439
566,0.0,0.0,,,1708,2.085,165.0,1657,2.023,155.7,2.20248,2.27454,0.439
600,0.0,0.0,,,1668,2.037,157.7,1623,1.982,149.5,2.20248,2.27454,0.615
633,0.0,0.0,,,1629,1.989,150.6,1598,1.951,145.0,2.20249,2.27377,1.406
666,0.0,0.0,,,1596,1.949,144.6,1555,1.899,137.1,2.20249,2.27377,2.285
700,0.0,0.0,,,1564,1.910,138.8,1514,1.849,129.7,2.20249,2.27377,3.779
733,0.0,0.0,,,1529,1.867,132.4,1480,1.807,123.5,2.20249,2.27377,5.273
766,0.0,0.0,,,1497,1.828,126.6,1445,1.764,117.1,2.20249,2.27377,6.592
800,0.0,0.0,,,1470,1.795,121.6,1405,1.716,109.8,2.20249,2.27377,7.734
833,0.0,0.0,,,1424,1.739,113.3,1370,1.673,103.4,2.20249,2.27377,8.701
866,0.0,0.0,,,1387,1.694,106.5,1329,1.623,95.9,2.20263,2.27381,9.668
900,0.0,0.0,,,1353,1.652,100.3,1285,1.569,87.9,2.20263,2.27381,10.547
933,0.0,0.0,,,1310,1.600,92.5,1249,1.525,81.4,2.20263,2.27381,11.602
966,0.0,0.0,,,1267,1.547,84.6,1198,1.463,72.1,2.20263,2.27381,12.568
1000,0.0,0.0,,,1225,1.496,77.0,1158,1.414,64.8,2.20263,2.27381,13.447
1033,0.0,0.0,,,1183,1.444,69.3,1126,1.375,58.9,2.20263,2.27381,14.062
1066,0.0,0.0,,,1144,1.397,62.2,1086,1.326,51.7,2.20263,2.27381,14.414
1100,0.0,0.0,,,1101,1.344,54.4,1040,1.270,43.3,2.20277,2.27430,14.678
1133,0.0,0.0,,,1060,1.294,46.9,1009,1.232,37.6,2.20277,2.27430,14.854
1167,0.0,0.0,,,1027,1.254,40.9,974,1.189,31.2,2.20277,2.27430,15.117
1200,0.0,0.0,,,996,1.216,35.3,943,1.151,25.6,2.20277,2.27430,15.645
1233,0.0,0.0,,,961,1.173,28.9,916,1.118,20.7,2.20277,2.27430,16.436
1266,0.0,0.0,,,929,1.134,23.0,893,1.090,16.5,2.20277,2.27430,17.227
1300,0.0,0.0,,,908,1.109,19.2,874,1.067,13.0,2.20277,2.27430,18.281
1333,0.0,0.0,,,883,1.078,14.7,852,1.040,9.0,2.20286,2.27347,18.984
1366,0.0,0.0,,,866,1.057,11.6,844,1.031,7.6,2.20286,2.27347,19.600
1400,0.0,0.0,,,844,1.031,7.6,830,1.013,5.0,2.20286,2.27347,20.215
1433,0.0,0.0,,,840,1.026,6.8,829,1.012,4.8,2.20286,2.27347,20.742
1466,0.0,0.0,,,824,1.006,3.9,821,1.002,3.4,2.20286,2.27347,21.094
