ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,0.0,0.0,,,2805,3.425,364.9,2776,3.389,359.6,,,-0.615
33,0.0,0.0,,,2704,3.302,346.5,2667,3.256,339.8,,,-0.527
66,0.0,0.0,,,2623,3.203,331.8,2562,3.128,320.6,,,-0.264
100,0.0,0.0,,,2561,3.127,320.5,2472,3.018,304.2,,,0.088
133,0.0,0.0,,,2488,3.038,307.1,2386,2.913,288.6,,,0.527
166,0.0,0.0,,,2420,2.955,294.8,2307,2.817,274.2,,,0.791
200,0.0,0.0,,,2354,2.874,282.7,2232,2.725,260.5,2.21300,2.24960,1.143
233,0.0,0.0,,,2295,2.802,272.0,2160,2.637,247.4,2.21300,2.24960,1.406
266,0.0,0.0,,,2234,2.728,260.9,2095,2.558,235.5,2.21300,2.24960,1.582
300,0.0,0.0,,,2179,2.661,250.8,2034,2.484,224.4,2.21300,2.24960,1.582
333,0.0,0.0,,,2130,2.601,241.9,1988,2.427,216.0,2.21300,2.24960,1.670
366,0.0,0.0,,,2089,2.551,234.4,1934,2.361,206.2,2.21300,2.24960,1.670
400,0.0,0.0,,,2037,2.487,225.0,1892,2.310,198.5,2.21300,2.24960,1.670
434,0.0,0.0,,,1997,2.438,217.7,1844,2.252,189.8,2.18146,2.24961,1.670
466,0.0,0.0,,,1949,2.380,208.9,1801,2.199,182.0,2.18146,2.24961,1.670
500,0.0,0.0,,,1916,2.339,202.9,1767,2.158,175.8,2.18146,2.24961,1.670
533,0.0,0.0,,,1886,2.303,197.4,1721,2.101,167.4,2.18146,2.24961,1.934
566,0.0,0.0,,,1847,2.255,190.3,1684,2.056,160.6,2.18146,2.24961,2.461
600,0.0,0.0,,,1811,2.211,183.8,1653,2.018,155.0,2.18146,2.24961,3.516
633,0.0,0.0,,,1777,2.170,177.6,1614,1.971,147.9,2.18146,2.24961,4.395
666,0.0,0.0,,,1743,2.128,171.4,1575,1.923,140.8,2.18163,2.24970,5.449
700,0.0,0.0,,,1708,2.085,165.0,1543,1.884,134.9,2.18163,2.24970,6.504
733,0.0,0.0,,,1677,2.048,159.4,1510,1.844,128.9,2.18163,2.24970,7.559
766,0.0,0.0,,,1649,2.013,154.3,1478,1.805,123.1,2.18163,2.24970,8.350
800,0.0,0.0,,,1620,1.978,149.0,1435,1.752,115.3,2.18163,2.24970,9.404
833,0.0,0.0,,,1591,1.943,143.7,1393,1.701,107.6,2.18163,2.24970,10.459
866,0.0,0.0,,,1563,1.908,138.6,1357,1.657,101.0,2.18156,2.24954,11.338
900,0.0,0.0,,,1532,1.871,132.9,1325,1.618,95.2,2.18156,2.24954,12.305
933,0.0,0.0,,,1498,1.829,126.7,1278,1.560,86.6,2.18156,2.24954,13.271
966,0.0,0.0,,,1470,1.795,121.6,1233,1.505,78.4,2.18156,2.24954,14.150
1000,0.0,0.0,,,1430,1.746,114.3,1192,1.455,71.0,2.18156,2.24954,15.029
1033,0.0,0.0,,,1399,1.708,108.7,1151,1.405,63.5,2.18156,2.24954,15.732
1066,0.0,0.0,,,1362,1.663,102.0,1112,1.358,56.4,2.18156,2.24954,16.436
1100,0.0,0.0,,,1326,1.619,95.4,1072,1.309,49.1,2.18175,2.24953,16.963
1133,0.0,0.0,,,1288,1.573,88.5,1037,1.266,42.7,2.18175,2.24953,17.666
1166,0.0,0.0,,,1246,1.521,80.8,1007,1.230,37.3,2.18175,2.24953,18.369
1200,0.0,0.0,,,1215,1.484,75.2,975,1.190,31.4,2.18175,2.24953,19.072
1233,0.0,0.0,,,1175,1.435,67.9,950,1.160,26.9,2.18175,2.24953,19.688
1266,0.0,0.0,,,1145,1.398,62.4,933,1.139,23.8,2.18175,2.24953,20.391
1300,0.0,0.0,,,1110,1.355,56.0,909,1.110,19.4,2.18175,2.24953,20.918
1333,0.0,0.0,,,1070,1.306,48.7,888,1.084,15.6,2.18184,2.24942,21.270
1366,0.0,0.0,,,1044,1.275,44.0,876,1.070,13.4,2.18184,2.24942,21.709
1400,0.0,0.0,,,1011,1.234,38.0,867,1.059,11.7,2.18184,2.24942,22.061
1433,0.0,0.0,,,997,1.217,35.4,862,1.053,10.8,2.18184,2.24942,22.324
1466,0.0,0.0,,,967,1.181,30.0,847,1.034,8.1,2.18184,2.24942,22.324
1500,0.0,0.0,,,946,1.155,26.1,844,1.031,7.6,2.18184,2.24942,22.324
1533,0.0,0.0,,,931,1.137,23.4,841,1.027,7.0,2.18177,2.24958,22.324
1566,0.0,0.0,,,915,1.117,20.5,834,1.018,5.7,2.18177,2.24958,22.148
1600,0.0,0.0,,,905,1.105,18.7,837,1.022,6.3,2.18177,2.24958,21.533
1633,0.0,0.0,,,893,1.090,16.5,834,1.018,5.7,2.18177,2.24958,20.742
1666,0.0,0.0,,,881,1.076,14.3,836,1.021,6.1,2.18177,2.24958,19.775
1700,0.0,0.0,,,876,1.070,13.4,831,1.015,5.2,2.18177,2.24958,18.633
1733,0.0,0.0,,,874,1.067,13.0,837,1.022,6.3,2.18177,2.24958,17.754
1766,0.0,0.0,,,866,1.057,11.6,834,1.018,5.7,2.18187,2.24958,16.787
1800,0.0,0.0,,,868,1.060,11.9,836,1.021,6.1,2.18187,2.24958,15.996
1833,0.0,0.0,,,858,1.048,10.1,833,1.017,5.6,2.18187,2.24958,15.029
1866,0.0,0.0,,,854,1.043,9.4,832,1.016,5.4,2.18187,2.24958,13.975
1900,0.0,0.0,,,858,1.048,10.1,835,1.020,5.9,2.18187,2.24958,13.096
1933,0.0,0.0,,,854,1.043,9.4,840,1.026,6.8,2.18187,2.24958,12.041
1966,0.0,0.0,,,854,1.043,9.4,834,1.018,5.7,2.18161,2.24975,10.811
2000,0.0,0.0,,,852,1.040,9.0,829,1.012,4.8,2.18161,2.24975,9.668
2033,0.0,0.0,,,860,1.050,10.5,833,1.017,5.6,2.18161,2.24975,8.438
2066,0.0,0.0,,,855,1.044,9.6,833,1.017,5.6,2.18161,2.24975,7.471
2100,0.0,0.0,,,850,1.038,8.6,832,1.016,5.4,2.18161,2.24975,6.592
2133,0.0,0.0,,,855,1.044,9.6,831,1.015,5.2,2.18161,2.24975,5.625
2166,0.0,0.0,,,856,1.045,9.7,832,1.016,5.4,2.18161,2.24975,4.570
2200,0.0,0.0,,,855,1.044,9.6,841,1.027,7.0,2.18125,2.24942,3.340
2233,0.0,0.0,,,851,1.039,8.8,833,1.017,5.6,2.18125,2.24942,2.109
2266,0.0,0.0,,,853,1.042,9.2,835,1.020,5.9,2.18125,2.24942,0.527
2300,0.0,0.0,,,856,1.045,9.7,833,1.017,5.6,2.18125,2.24942,-0.967
2333,0.0,0.0,,,853,1.042,9.2,832,1.016,5.4,2.18125,2.24942,-2.373
2366,0.0,0.0,,,853,1.042,9.2,834,1.018,5.7,2.18125,2.24942,-3.516
2400,0.0,0.0,,,855,1.044,9.6,834,1.018,5.7,2.18125,2.24942,-4.834
2433,0.0,0.0,,,859,1.049,10.3,836,1.021,6.1,2.18149,2.24968,-5.889
2466,0.0,0.0,,,855,1.044,9.6,837,1.022,6.3,2.18149,2.24968,-6.768
2500,0.0,0.0,,,856,1.045,9.7,832,1.016,5.4,2.18149,2.24968,-7.822
2533,0.0,0.0,,,856,1.045,9.7,838,1.023,6.5,2.18149,2.24968,-8.789
2566,0.0,0.0,,,854,1.043,9.4,834,1.018,5.7,2.18149,2.24968,-9.580
2600,0.0,0.0,,,858,1.048,10.1,837,1.022,6.3,2.18149,2.24968,-10.371
2633,0.0,0.0,,,861,1.051,10.7,839,1.024,6.6,2.18158,2.24935,-10.723
2666,0.0,0.0,,,853,1.042,9.2,833,1.017,5.6,2.18158,2.24935,-11.074
2700,0.0,0.0,,,850,1.038,8.6,834,1.018,5.7,2.18158,2.24935,-11.514
2733,0.0,0.0,,,855,1.044,9.6,839,1.024,6.6,2.18158,2.24935,-11.953
2766,0.0,0.0,,,853,1.042,9.2,835,1.020,5.9,2.18158,2.24935,-12.217
2800,0.0,0.0,,,856,1.045,9.7,832,1.016,5.4,2.18158,2.24935,-12.480
2833,0.0,0.0,,,853,1.042,9.2,836,1.021,6.1,2.18158,2.24935,-12.832
2867,0.0,0.0,,,858,1.048,10.1,839,1.024,6.6,2.18165,2.24984,-13.184
2900,0.0,0.0,,,856,1.045,9.7,841,1.027,7.0,2.18165,2.24984,-13.535
2933,0.0,0.0,,,854,1.043,9.4,833,1.017,5.6,2.18165,2.24984,-13.887
2966,0.0,0.0,,,854,1.043,9.4,836,1.021,6.1,2.18165,2.24984,-14.238
3000,0.0,0.0,,,858,1.048,10.1,840,1.026,6.8,2.18165,2.24984,-14.502
3033,0.0,0.0,,,854,1.043,9.4,836,1.021,6.1,2.18165,2.24984,-14.678
3066,0.0,0.0,,,856,1.045,9.7,835,1.020,5.9,2.18165,2.24984,-14.766
3100,0.0,0.0,,,857,1.046,9.9,834,1.018,5.7,2.18177,2.24946,-14.941
3133,0.0,0.0,,,860,1.050,10.5,839,1.024,6.6,2.18177,2.24946,-15.117
3166,0.0,0.0,,,855,1.044,9.6,839,1.024,6.6,2.18177,2.24946,-15.205
