ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,0.0,0.0,,,2797,3.415,363.5,2780,3.394,360.4,,,0.615
33,0.0,0.0,,,2724,3.326,350.2,2674,3.265,341.0,,,0.615
66,0.0,0.0,,,2630,3.211,333.0,2560,3.126,320.3,,,0.967
100,0.0,0.0,,,2548,3.111,318.1,2467,3.012,303.3,,,1.406
133,0.0,0.0,,,2485,3.034,306.6,2382,2.908,287.8,,,1.758
167,0.0,0.0,,,2404,2.935,291.8,2297,2.805,272.3,,,2.021
200,0.0,0.0,,,2353,2.873,282.5,2232,2.725,260.5,2.23238,2.24951,2.373
233,0.0,0.0,,,2289,2.795,270.9,2153,2.629,246.1,2.23238,2.24951,2.549
266,0.0,0.0,,,2236,2.730,261.2,2096,2.559,235.7,2.23238,2.24951,2.725
300,0.0,0.0,,,2175,2.656,250.1,2032,2.481,224.1,2.23238,2.24951,2.725
333,0.0,0.0,,,2121,2.590,240.3,1975,2.411,213.7,2.23238,2.24951,2.900
366,0.0,0.0,,,2084,2.545,233.5,1934,2.361,206.2,2.23238,2.24951,3.076
400,0.0,0.0,,,2029,2.477,223.5,1880,2.295,196.4,2.23238,2.24951,3.252
433,0.0,0.0,,,1988,2.427,216.0,1838,2.244,188.7,2.18159,2.25017,3.516
466,0.0,0.0,,,1953,2.385,209.7,1790,2.186,179.9,2.18159,2.25017,3.691
500,0.0,0.0,,,1918,2.342,203.3,1760,2.149,174.5,2.18159,2.25017,4.219
533,0.0,0.0,,,1880,2.295,196.4,1716,2.095,166.5,2.18159,2.25017,5.010
566,0.0,0.0,,,1843,2.250,189.6,1682,2.054,160.3,2.18159,2.25017,5.977
600,0.0,0.0,,,1811,2.211,183.8,1647,2.011,153.9,2.18159,2.25017,7.119
633,0.0,0.0,,,1779,2.172,177.9,1613,1.969,147.7,2.18194,2.24969,8.350
666,0.0,0.0,,,1745,2.131,171.7,1579,1.928,141.5,2.18194,2.24969,9.580
700,0.0,0.0,,,1715,2.094,166.3,1543,1.884,134.9,2.18194,2.24969,11.074
733,0.0,0.0,,,1684,2.056,160.6,1514,1.849,129.7,2.18194,2.24969,12.744
767,0.0,0.0,,,1658,2.024,155.9,1478,1.805,123.1,2.18194,2.24969,14.238
800,0.0,0.0,,,1621,1.979,149.2,1440,1.758,116.2,2.18194,2.24969,14.941
833,0.0,0.0,,,1593,1.945,144.0,1396,1.705,108.1,2.18194,2.24969,15.996
866,0.0,0.0,,,1560,1.905,138.0,1357,1.657,101.0,2.18163,2.24953,17.051
900,0.0,0.0,,,1535,1.874,133.5,1319,1.611,94.1,2.18163,2.24953,17.578
933,0.0,0.0,,,1503,1.835,127.6,1280,1.563,87.0,2.18163,2.24953,18.105
966,0.0,0.0,,,1471,1.796,121.8,1237,1.510,79.2,2.18163,2.24953,18.457
1000,0.0,0.0,,,1432,1.748,114.7,1195,1.459,71.5,2.18163,2.24953,18.896
1033,0.0,0.0,,,1402,1.712,109.2,1158,1.414,64.8,2.18163,2.24953,19.336
1066,0.0,0.0,,,1365,1.667,102.5,1115,1.361,56.9,2.18175,2.24949,19.775
1100,0.0,0.0,,,1332,1.626,96.5,1076,1.314,49.8,2.18175,2.24949,20.039
1133,0.0,0.0,,,1287,1.571,88.3,1043,1.274,43.8,2.18175,2.24949,20.303
1166,0.0,0.0,,,1250,1.526,81.5,1004,1.226,36.7,2.18175,2.24949,20.479
1200,0.0,0.0,,,1211,1.479,74.4,974,1.189,31.2,2.18175,2.24949,20.479
1233,0.0,0.0,,,1176,1.436,68.1,947,1.156,26.3,2.18175,2.24949,20.479
1266,0.0,0.0,,,1137,1.388,61.0,921,1.125,21.6,2.18175,2.24949,20.479
1300,0.0,0.0,,,1100,1.343,54.2,898,1.096,17.4,2.18191,2.24990,20.479
1333,0.0,0.0,,,1069,1.305,48.6,877,1.071,13.6,2.18191,2.24990,20.391
1366,0.0,0.0,,,1037,1.266,42.7,858,1.048,10.1,2.18191,2.24990,20.127
1400,0.0,0.0,,,1008,1.231,37.4,852,1.040,9.0,2.18191,2.24990,19.688
1433,0.0,0.0,,,980,1.197,32.3,845,1.032,7.7,2.18191,2.24990,18.984
1466,0.0,0.0,,,946,1.155,26.1,828,1.011,4.6,2.18191,2.24990,18.193
1500,0.0,0.0,,,928,1.133,22.9,826,1.009,4.3,2.18191,2.24990,17.314
1533,0.0,0.0,,,904,1.104,18.5,818,0.999,2.8,2.18137,2.24937,16.260
1566,0.0,0.0,,,886,1.082,15.2,822,1.004,3.5,2.18137,2.24937,15.293
1600,0.0,0.0,,,865,1.056,11.4,821,1.002,3.4,2.18137,2.24937,14.326
1633,0.0,0.0,,,855,1.044,9.6,817,0.998,2.6,2.18137,2.24937,13.271
1666,0.0,0.0,,,852,1.040,9.0,819,1.000,3.0,2.18137,2.24937,12.217
1700,0.0,0.0,,,846,1.033,7.9,824,1.006,3.9,2.18137,2.24937,11.162
1733,0.0,0.0,,,838,1.023,6.5,825,1.007,4.1,2.18184,2.24944,10.283
1766,0.0,0.0,,,833,1.017,5.6,814,0.994,2.1,2.18184,2.24944,9.404
1800,0.0,0.0,,,832,1.016,5.4,817,0.998,2.6,2.18184,2.24944,8.174
1833,0.0,0.0,,,831,1.015,5.2,820,1.001,3.2,2.18184,2.24944,7.031
1866,0.0,0.0,,,832,1.016,5.4,820,1.001,3.2,2.18184,2.24944,5.889
1900,0.0,0.0,,,833,1.017,5.6,816,0.996,2.5,2.18184,2.24944,4.746
1933,0.0,0.0,,,830,1.013,5.0,816,0.996,2.5,2.18184,2.24944,3.691
1966,0.0,0.0,,,833,1.017,5.6,819,1.000,3.0,2.18139,2.24930,2.812
2000,0.0,0.0,,,826,1.009,4.3,818,0.999,2.8,2.18139,2.24930,2.021
2033,0.0,0.0,,,829,1.012,4.8,818,0.999,2.8,2.18139,2.24930,1.055
2066,0.0,0.0,,,825,1.007,4.1,817,0.998,2.6,2.18139,2.24930,0.176
2100,0.0,0.0,,,827,1.010,4.5,824,1.006,3.9,2.18139,2.24930,-0.703
2133,0.0,0.0,,,830,1.013,5.0,822,1.004,3.5,2.18139,2.24930,-1.494
2166,0.0,0.0,,,827,1.010,4.5,821,1.002,3.4,2.18139,2.24930,-2.285
2200,0.0,0.0,,,827,1.010,4.5,818,0.999,2.8,2.18158,2.24929,-2.988
2233,0.0,0.0,,,834,1.018,5.7,824,1.006,3.9,2.18158,2.24929,-3.691
2266,0.0,0.0,,,827,1.010,4.5,823,1.005,3.7,2.18158,2.24929,-4.482
2300,0.0,0.0,,,830,1.013,5.0,820,1.001,3.2,2.18158,2.24929,-5.361
2333,0.0,0.0,,,831,1.015,5.2,820,1.001,3.2,2.18158,2.24929,-6.064
2366,0.0,0.0,,,830,1.013,5.0,818,0.999,2.8,2.18158,2.24929,-6.680
2400,0.0,0.0,,,821,1.002,3.4,827,1.010,4.5,2.18158,2.24929,-7.119
2433,0.0,0.0,,,831,1.015,5.2,818,0.999,2.8,2.18137,2.24982,-7.471
2466,0.0,0.0,,,831,1.015,5.2,819,1.000,3.0,2.18137,2.24982,-7.910
2500,0.0,0.0,,,830,1.013,5.0,823,1.005,3.7,2.18137,2.24982,-8.525
2533,0.0,0.0,,,831,1.015,5.2,821,1.002,3.4,2.18137,2.24982,-9.053
2566,0.0,0.0,,,831,1.015,5.2,822,1.004,3.5,2.18137,2.24982,-9.580
2600,0.0,0.0,,,827,1.010,4.5,819,1.000,3.0,2.18137,2.24982,-10.020
2633,0.0,0.0,,,830,1.013,5.0,817,0.998,2.6,2.18137,2.24982,-10.371
2666,0.0,0.0,,,828,1.011,4.6,824,1.006,3.9,2.18170,2.24931,-10.635
2700,0.0,0.0,,,826,1.009,4.3,817,0.998,2.6,2.18170,2.24931,-10.898
2733,0.0,0.0,,,836,1.021,6.1,819,1.000,3.0,2.18170,2.24931,-11.074
2766,0.0,0.0,,,833,1.017,5.6,820,1.001,3.2,2.18170,2.24931,-11.074
2800,0.0,0.0,,,834,1.018,5.7,823,1.005,3.7,2.18170,2.24931,-11.162
2833,0.0,0.0,,,831,1.015,5.2,821,1.002,3.4,2.18170,2.24931,-11.162
2866,0.0,0.0,,,826,1.009,4.3,819,1.000,3.0,2.18159,2.24970,-11.162
2900,0.0,0.0,,,830,1.013,5.0,821,1.002,3.4,2.18159,2.24970,-11.250
2933,0.0,0.0,,,826,1.009,4.3,821,1.002,3.4,2.18159,2.24970,-11.338
2966,0.0,0.0,,,828,1.011,4.6,818,0.999,2.8,2.18159,2.24970,-11.426
3000,0.0,0.0,,,833,1.017,5.6,817,0.998,2.6,2.18159,2.24970,-11.514
3033,0.0,0.0,,,825,1.007,4.1,818,0.999,2.8,2.18159,2.24970,-11.689
3066,0.0,0.0,,,830,1.013,5.0,821,1.002,3.4,2.18159,2.24970,-11.689
3100,0.0,0.0,,,827,1.010,4.5,818,0.999,2.8,2.18153,2.24967,-11.689
3133,0.0,0.0,,,832,1.016,5.4,819,1.000,3.0,2.18153,2.24967,-11.602
3166,0.0,0.0,,,835,1.020,5.9,822,1.004,3.5,2.18153,2.24967,-10.986
3200,0.0,0.0,,,828,1.011,4.6,822,1.004,3.5,2.18153,2.24967,-9.932
3233,0.0,0.0,,,827,1.010,4.5,817,0.998,2.6,2.18153,2.24967,-8.438
3266,0.0,0.0,,,829,1.012,4.8,818,0.999,2.8,2.18153,2.24967,-6.855
3300,0.0,0.0,,,828,1.011,4.6,820,1.001,3.2,2.18153,2.24967,-5.010
3333,0.0,0.0,,,831,1.015,5.2,819,1.000,3.0,2.18176,2.24937,-3.164
3366,0.0,0.0,,,835,1.020,5.9,820,1.001,3.2,2.18176,2.24937,-1.582
3400,0.0,0.0,,,829,1.012,4.8,814,0.994,2.1,2.18176,2.24937,0.088
3434,0.0,0.0,,,832,1.016,5.4,821,1.002,3.4,2.18176,2.24937,1.758
3466,0.0,0.0,,,836,1.021,6.1,823,1.005,3.7,2.18176,2.24937,3.164
3500,0.0,0.0,,,828,1.011,4.6,819,1.000,3.0,2.18176,2.24937,4.746
3533,0.0,0.0,,,830,1.013,5.0,818,0.999,2.8,2.18172,2.24952,6.416
3566,0.0,0.0,,,832,1.016,5.4,822,1.004,3.5,2.18172,2.24952,7.822
3600,0.0,0.0,,,827,1.010,4.5,821,1.002,3.4,2.18172,2.24952,9.141
3633,0.0,0.0,,,827,1.010,4.5,817,0.998,2.6,2.18172,2.24952,10.547
3667,0.0,0.0,,,834,1.018,5.7,823,1.005,3.7,2.18172,2.24952,11.689
3700,0.0,0.0,,,833,1.017,5.6,820,1.001,3.2,2.18172,2.24952,12.744
3733,0.0,0.0,,,829,1.012,4.8,817,0.998,2.6,2.18172,2.24952,13.711
3766,0.0,0.0,,,827,1.010,4.5,817,0.998,2.6,2.18170,2.24980,14.590
3800,0.0,0.0,,,828,1.011,4.6,818,0.999,2.8,2.18170,2.24980,15.293
3833,0.0,0.0,,,830,1.013,5.0,825,1.007,4.1,2.18170,2.24980,16.084
3866,0.0,0.0,,,825,1.007,4.1,817,0.998,2.6,2.18170,2.24980,16.787
3900,0.0,0.0,,,827,1.010,4.5,823,1.005,3.7,2.18170,2.24980,17.402
3933,0.0,0.0,,,830,1.013,5.0,823,1.005,3.7,2.18170,2.24980,18.018
3966,0.0,0.0,,,835,1.020,5.9,826,1.009,4.3,2.18169,2.24961,18.457
4000,0.0,0.0,,,836,1.021,6.1,827,1.010,4.5,2.18169,2.24961,18.721
4033,0.0,0.0,,,831,1.015,5.2,818,0.999,2.8,2.18169,2.24961,19.072
4066,0.0,0.0,,,827,1.010,4.5,820,1.001,3.2,2.18169,2.24961,19.336
