ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.0594786431911016,2.9405213568088984,61.189572863822036,58.810427136177964,0.0,7.9304179537238495,0.0,0.0,362.36630036630044,361.6373626373627,2.5688789723684806,2.6272639167781437,1.1895728638220364
33,3.122261333242272,2.877738666757728,62.445226664845435,57.554773335154565,0.0,7.9304179537238495,0.0,0.0,365.82875457875457,361.4551282051283,2.5688789723684806,2.6272639167781437,1.2556538010234028
66,3.1742724460090557,2.8257275539909443,63.48544892018111,56.51455107981889,0.615234375,7.9304179537238495,18.422163254239827,0.0,371.8424908424908,361.2728937728938,2.5786668117851934,2.6283579362648584,1.0402222553356741
100,3.2124143464581745,2.7875856535418255,64.24828692916348,55.751713070836516,1.7578125,7.9304179537238495,34.18035051013576,0.0,379.6785714285715,353.9835164835164,2.595436389059934,2.645926162980532,0.7628380089823726
133,3.2298086031079754,2.7701913968920246,64.59617206215951,55.40382793784049,3.515625,7.9304179537238495,52.97100974989667,0.0,384.2344322344323,345.0540293040293,2.590012998083907,2.641195753846421,0.3478851329960301
166,3.243377504210682,2.756622495789318,64.86755008421363,55.13244991578637,4.921875,7.9304179537238495,42.04366692738869,0.0,388.6080586080586,335.9423076923077,2.590012998083907,2.641195753846421,0.27137802205412226
200,3.2671062305371463,2.7328937694628537,65.34212461074293,54.65787538925707,5.44921875,7.9304179537238495,15.874471914521772,0.0,392.2527472527472,330.29304029304024,2.5716367970861893,2.636624810796842,0.4745745265292959
233,3.293765043629295,2.706234956370705,65.8753008725859,54.124699127414104,5.712890625,7.9304179537238495,7.907727311958067,0.0,394.257326007326,329.1996336996337,2.5708614945305652,2.6232289153343173,0.5331762618429677
266,3.3172608028767825,2.682739197123218,66.34521605753565,53.654783942464356,6.064453125,7.9304179537238495,10.519425716708799,0.0,395.35073260073256,325.55494505494505,2.568438132123143,2.6191883506061298,0.46991518494974793
300,3.3346904759612723,2.6653095240387277,66.69380951922544,53.30619048077456,6.591796875,7.9304179537238495,15.854550398352616,0.0,399.17765567765565,323.36813186813185,2.568438132123143,2.6191883506061298,0.348593461689787
333,3.346538025139205,2.653461974860795,66.93076050278411,53.0692394972159,7.20703125,7.9304179537238495,18.395133282191555,0.0,404.46245421245425,322.27472527472526,2.5686439741493547,2.616677635354934,0.2369509835586659
366,3.3618316476458268,2.6381683523541732,67.23663295291654,52.76336704708347,7.470703125,7.9304179537238495,7.9300434515218505,0.0,403.55128205128204,317.53663003663,2.5634161241084783,2.616578289670861,0.305872450132422
400,3.3772604314419543,2.6227395685580457,67.54520862883909,52.454791371160916,7.646484375,7.9304179537238495,5.260208496633875,0.0,405.3736263736264,318.26556776556777,2.5652615036984456,2.6159775848101416,0.3085756759225484
433,3.3873657666710524,2.6126342333289476,67.74731533342104,52.25268466657896,7.998046875,7.9304179537238495,10.577473728213636,0.0,407.0137362637363,316.07875457875457,2.5652615036984456,2.6159775848101416,0.2021067045819519
466,3.3946886911362024,2.6053113088637976,67.89377382272406,52.10622617727594,8.349609375,7.9304179537238495,10.518592292969378,0.0,409.3827838827839,315.1675824175824,2.5654109141878707,2.6145947206810427,0.14645848930301145
500,3.403058254307299,2.5969417456927015,68.06116508614598,51.93883491385403,8.525390625,7.9304179537238495,5.294784536104828,0.0,407.92490842490844,314.4386446886447,2.563157865667178,2.614156150888274,0.16739126342191424
533,3.409808482097944,2.590191517902056,68.19616964195889,51.80383035804112,8.701171875,7.9304179537238495,5.251794695833123,0.0,411.9340659340659,313.709706959707,2.5627111009422214,2.612452097117796,0.13500455581290716
566,3.414834143455087,2.585165856544914,68.29668286910173,51.70331713089828,8.876953125,7.9304179537238495,5.275779681952433,0.0,410.4761904761905,311.8873626373627,2.561604253133232,2.6117649405411165,0.10051322714283631
600,3.4200881938235823,2.579911806176418,68.40176387647165,51.59823612352836,8.96484375,7.9304179537238495,2.6395431935752645,0.0,411.0228937728937,312.79853479853483,2.561604253133232,2.6117649405411165,0.1050810073699118
633,3.422200193101282,2.577799806898718,68.44400386202565,51.555996137974354,9.140625,7.9304179537238495,5.2795974173918925,0.0,413.0274725274725,311.34065934065933,2.561420731378535,2.6116884151172965,0.04223998555399847
666,3.4244354706148075,2.5755645293851925,68.48870941229615,51.511290587703854,9.228515625,7.9304179537238495,2.6302892972495227,0.0,412.6630036630036,309.51831501831504,2.561782773458251,2.611050642668513,0.04470555027049626
700,3.4274445854801394,2.5725554145198606,68.54889170960278,51.451108290397215,9.228515625,7.9304179537238495,0.0,0.0,413.2097069597069,309.8827838827839,2.561115370350661,2.610765923938506,0.06018229730664071
733,3.427897856580953,2.572102143419047,68.55795713161906,51.44204286838094,9.31640625,7.9304179537238495,2.639597574036651,0.0,413.7564102564102,310.79395604395603,2.561115370350661,2.610765923938506,0.00906542201627419
766,3.4290953419186407,2.570904658081359,68.58190683837282,51.418093161627176,9.31640625,7.9304179537238495,0.0,0.0,413.0274725274725,310.06501831501834,2.5608734906757653,2.6111301541001186,0.023949706753760402
800,3.42770099579104,2.57229900420896,68.5540199158208,51.4459800841792,9.404296875,7.9304179537238495,2.6373782531378573,0.0,413.0274725274725,310.97619047619054,2.5606869809327697,2.6102161353113096,-0.02788692255201509
833,3.4270095570036316,2.572990442996369,68.54019114007264,51.45980885992737,9.404296875,7.9304179537238495,0.0,0.0,411.0228937728937,309.7005494505495,2.5601215822813983,2.6100081447157666,-0.013828775748173427
866,3.425704479339198,2.5742955206608014,68.51408958678397,51.485910413216025,9.404296875,7.9304179537238495,0.0,0.0,412.4807692307692,308.97161172161174,2.5601215822813983,2.6100081447157666,-0.026101553288661927
900,3.423785390238066,2.576214609761934,68.47570780476131,51.52429219523869,9.404296875,7.9304179537238495,0.0,0.0,412.4807692307692,309.7005494505495,2.5601639423647398,2.610861781697498,-0.03838178202265058
933,3.421250273341787,2.578749726658213,68.42500546683574,51.57499453316426,9.404296875,7.9304179537238495,0.0,0.0,414.3031135531136,309.51831501831504,2.5596853624590805,2.6098989954608096,-0.05070233792556961
966,3.4181016502913852,2.5818983497086148,68.36203300582771,51.63796699417229,9.404296875,7.9304179537238495,0.0,0.0,412.2985347985348,308.4249084249084,2.5593194473595924,2.609942883825681,-0.06297246100803192
1000,3.4143406377527468,2.5856593622472523,68.28681275505494,51.713187244945054,9.404296875,7.9304179537238495,0.0,0.0,412.8452380952381,311.15842490842493,2.5593194473595924,2.609942883825681,-0.07522025077276609
1033,3.409965227565832,2.590034772434168,68.19930455131664,51.800695448683356,9.404296875,7.9304179537238495,0.0,0.0,414.3031135531136,311.70512820512823,2.5592603957101523,2.610785295964157,-0.08750820373829685
1066,3.4049763139514755,2.595023686048525,68.0995262790295,51.9004737209705,9.404296875,7.9304179537238495,0.0,0.0,411.5695970695971,310.06501831501834,2.558661081411118,2.609970422188478,-0.09977827228714553
1100,3.3993715591719447,2.6006284408280553,67.98743118343889,52.012568816561114,9.404296875,7.9304179537238495,0.0,0.0,410.84065934065933,311.5228937728938,2.55794438086582,2.6100325285335906,-0.11209509559062046
1133,3.3931505906674304,2.6068494093325696,67.8630118133486,52.136988186651394,9.404296875,7.9304179537238495,0.0,0.0,411.7518315018315,308.97161172161174,2.55794438086582,2.6100325285335906,-0.12441937009027652
1166,3.3863180798049433,2.6136819201950567,67.72636159609887,52.27363840390113,9.404296875,7.9304179537238495,0.0,0.0,410.29395604395603,309.7005494505495,2.55810038965638,2.610850588453409,-0.13665021724973392
1200,3.3788710201479204,2.62112897985208,67.57742040295841,52.4225795970416,9.404296875,7.9304179537238495,0.0,0.0,410.4761904761905,311.15842490842493,2.5579492515756432,2.609939871843692,-0.14894119314046494
1233,3.3708087324409406,2.62919126755906,67.41617464881881,52.5838253511812,9.404296875,7.9304179537238495,0.0,0.0,411.3873626373626,309.8827838827839,2.557180130138598,2.6100438599534597,-0.1612457541396039
1266,3.362135189985102,2.637864810014898,67.24270379970204,52.75729620029796,9.404296875,7.9304179537238495,0.0,0.0,410.65842490842493,310.06501831501834,2.557180130138598,2.6100438599534597,-0.1734708491167679
1300,3.354856418689101,2.645143581310899,67.09712837378201,52.90287162621799,9.31640625,7.9304179537238495,-2.629391687310577,0.0,412.1163003663004,312.0695970695971,2.557260114846128,2.610864938779359,-0.14557542592003114
1333,3.3536777383094236,2.6463222616905755,67.07355476618848,52.92644523381151,8.96484375,7.9304179537238495,-10.427985432658522,0.0,410.4761904761905,316.62545787545787,2.5598742705466635,2.611532216061301,-0.023573607593528542
1366,3.3529604166441267,2.647039583355873,67.05920833288253,52.94079166711746,8.701171875,7.9304179537238495,-8.028455461346093,0.0,410.84065934065933,317.9010989010989,2.5693543891698445,2.6177896851453544,-0.014346433305940695
1400,3.35394011811562,2.64605988188438,67.0788023623124,52.9211976376876,8.4375,7.9304179537238495,-7.891016904488391,0.0,408.47161172161174,319.54120879120876,2.5693543891698445,2.6177896851453544,0.019594029429868556
1433,3.360819871002442,2.639180128997558,67.21639742004884,52.783602579951165,7.998046875,7.9304179537238495,-13.155799361455538,0.0,406.83150183150184,320.8168498168498,2.5693302929812094,2.623479538634304,0.13759505773643377
1466,3.365131916371382,2.634868083628618,67.30263832742764,52.697361672572356,7.822265625,7.9304179537238495,-5.293886778329329,0.0,404.2802197802198,318.6300366300366,2.5686946682958323,2.620334609649319,0.0862409073788072
1500,3.3668421342667774,2.633157865733223,67.33684268533554,52.66315731466447,7.822265625,7.9304179537238495,0.0,0.0,404.8269230769231,320.0879120879121,2.5667813752564754,2.619168740790429,0.034204357907890545
1533,3.368597349837551,2.6314026501624492,67.37194699675102,52.628053003248986,7.822265625,7.9304179537238495,0.0,0.0,406.83150183150184,319.54120879120876,2.5667813752564754,2.619168740790429,0.035104311415473995
1566,3.2486280055653167,2.7513719944346833,64.97256011130634,55.027439888693664,7.822265625,-7.449531936866101,0.0,0.0,403.7335164835165,318.6300366300366,2.5670000290364072,2.619193253094466,-2.399386885444681
1600,3.122280264658692,2.877719735341308,62.445605293173834,57.554394706826166,7.822265625,-7.449531936866101,0.0,0.0,396.0796703296703,324.8260073260073,2.56623479309527,2.6191556196396655,-2.5269548181325017
1633,3.023935960500954,2.976064039499046,60.47871921001909,59.52128078998091,6.328125,-7.449531936866101,-45.024956661118196,0.0,381.31868131868134,340.6804029304029,2.537478853580664,2.6322847821234974,-1.9668860831547472
1666,2.98394190207321,3.01605809792679,59.6788380414642,60.3211619585358,2.548828125,-7.449531936866101,-113.36871100766386,0.0,368.1978021978022,351.79670329670324,2.537478853580664,2.6160460947296396,-0.7998811685548817
1700,2.929274230525087,3.070725769474913,58.58548461050174,61.41451538949826,0.52734375,-7.449531936866101,-60.37616282610424,0.0,357.6282051282052,365.0998168498169,2.5779069130260774,2.6160460947296396,-1.0933534309624684
1733,2.859274258968897,3.140725741031103,57.18548517937794,62.81451482062206,-0.263671875,-7.449531936866101,-23.813632623556952,0.0,350.70329670329664,372.2069597069597,2.5755624432503414,2.624756482653782,-1.3999994311237967
1766,2.808626705100029,3.191373294899971,56.172534102000576,63.827465897999424,-1.7578125,-7.449531936866101,-44.84704410556223,0.0,343.5961538461538,376.94505494505495,2.567053192846681,2.6366893273482046,-1.0129510773773653
1800,2.763314601315131,3.236685398684869,55.26629202630262,64.73370797369738,-3.076171875,-7.449531936866101,-39.4008853036072,0.0,337.5824175824176,384.96336996337,2.568062219226952,2.6312458035178192,-0.9062420756979521
1833,2.718629872206148,3.281370127793852,54.37259744412296,65.62740255587704,-4.04296875,-7.449531936866101,-28.99350280496985,0.0,331.021978021978,392.0705128205128,2.568062219226952,2.6312458035178192,-0.8936945821796621
1866,2.6822069342755657,3.3177930657244348,53.644138685511315,66.35586131448869,-5.09765625,-7.449531936866101,-31.655733648161018,0.0,326.10164835164835,395.35073260073256,2.564745026931664,2.632334175792284,-0.7284587586116471
1900,2.645139449585138,3.354860550414862,52.90278899170275,67.09721100829725,-5.80078125,-7.449531936866101,-21.187635802556766,0.0,322.82142857142856,401.3644688644688,2.5666265298820963,2.63080318283297,-0.7413496938085666
1933,2.61287583846169,3.38712416153831,52.2575167692338,67.7424832307662,-6.50390625,-7.449531936866101,-21.03859521914427,0.0,318.4478021978022,404.46245421245425,2.5587354272751197,2.630850938101901,-0.6452722224689427
1966,2.5858040969350746,3.4141959030649245,51.7160819387015,68.2839180612985,-7.20703125,-7.449531936866101,-21.077697225634118,0.0,313.34523809523813,407.37820512820514,2.5587354272751197,2.630850938101901,-0.5414348305323029
2000,2.5642150745122643,3.4357849254877357,51.284301490245284,68.71569850975472,-7.91015625,-7.449531936866101,-21.112752322570806,0.0,309.8827838827839,413.3919413919414,2.55474732908768,2.6297881466842483,-0.4317804484562199
2033,2.5463612465383125,3.453638753461688,50.92722493076625,69.07277506923376,-8.525390625,-7.449531936866101,-18.458130059944164,0.0,309.7005494505495,415.3965201465201,2.5550969816132465,2.625371500743596,-0.35707655947903505
2066,2.5298109265868245,3.4701890734131755,50.59621853173648,69.40378146826352,-8.96484375,-7.449531936866101,-13.213441859163488,0.0,306.2380952380952,416.85439560439556,2.5508482316152152,2.6250976021973584,-0.3310063990297648
