ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,59.74557154703067,60.27158950674709,0.0021063149995370622,,2765,3.3760683760683765,357.6282051282052,2777,3.390720390720391,359.8150183150184,2.605984910339451,2.567024092451203,0.0
33,59.86730415705652,60.14892316215842,0.08358558838167937,,2774,3.3870573870573875,359.2683150183151,2784,3.3992673992673996,361.0906593406594,2.6062656985625754,2.5660187538796606,0.0
67,60.01226137910562,60.00444934166376,0.16447621963233386,,2779,3.3931623931623935,360.17948717948724,2782,3.396825396825397,360.72619047619054,2.6070463335715086,2.565885508342364,0.0
100,59.83865275071337,60.184651088472684,0.24775132749988188,,2772,3.384615384615385,358.9038461538462,2785,3.400488400488401,361.2728937728938,2.6070463335715086,2.5660614002367,-0.17578125
133,60.05245299360497,59.96346392311139,0.33101434963229703,,2774,3.3870573870573875,359.2683150183151,2776,3.38949938949939,359.63278388278394,2.606906872947632,2.5660614002367,-0.17578125
167,59.95981522073641,60.05814694439289,0.41185865227892704,,2771,3.383394383394384,358.7216117216118,2782,3.396825396825397,360.72619047619054,2.608207269111546,2.565557681819762,-0.17578125
200,60.07458207767613,59.943271754464725,0.4951808949998576,,2773,3.3858363858363862,359.08608058608064,2775,3.3882783882783887,359.4505494505495,2.607409785598536,2.567192126074334,-0.17578125
234,60.09950243749949,59.91829911787103,0.5803863741166183,,2783,3.3980463980463984,360.90842490842493,2791,3.407814407814408,362.36630036630044,2.607374124413113,2.5676136118723756,-0.17578125
267,60.163054427775805,59.85415044897253,0.6593785420585311,,2782,3.396825396825397,360.72619047619054,2785,3.400488400488401,361.2728937728938,2.607374124413113,2.5676136118723756,-0.17578125
300,59.82960737058989,60.18851694226143,0.743022037499195,,2771,3.383394383394384,358.7216117216118,2798,3.4163614163614167,363.64194139194143,2.607385295308166,2.566786411113664,-0.17578125
333,60.09392282652715,59.9228639913989,0.826018632352393,,2779,3.3931623931623935,360.17948717948724,2789,3.4053724053724057,362.00183150183153,2.607302947447305,2.56748569983408,-0.17578125
367,60.398219253076405,59.6160629253183,0.906912990661076,,2789,3.4053724053724057,362.00183150183153,2780,3.3943833943833948,360.36172161172163,2.607030010086558,2.5677390141337764,-0.17578125
400,60.09281437138709,59.92237329430184,0.9902072974998555,,2779,3.3931623931623935,360.17948717948724,2792,3.4090354090354094,362.54853479853483,2.607030010086558,2.567128044694866,-0.17578125
433,60.33721311242341,59.67579319672973,1.0735007322792567,,2788,3.4041514041514045,361.8195970695971,2787,3.4029304029304033,361.6373626373627,2.6069944998768935,2.567128044694866,-0.17578125
467,60.28873261857115,59.72487011334814,1.1544720655147016,,2786,3.401709401709402,361.4551282051283,2789,3.4053724053724057,362.00183150183153,2.6070381718098696,2.567581562991605,-0.17578125
500,60.15437588090513,59.86011855213641,1.2376959824999176,,2777,3.390720390720391,359.8150183150184,2787,3.4029304029304033,361.6373626373627,2.6069566994831983,2.5676190700385058,-0.17578125
