ms,valve_a_pct,valve_b_pct,q_des_csv,qdes,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg,esn_weights=,esn_alpha=0.0,esn_model=/home/hosodalab2/Desktop/MyRobot/MyRobot_RasPi_Desktop_Mix/desktop/data/esn/esn_full_reference6.npz,angle_unit=deg
1,50.0,50.0,0.8864179160511642,0.0,0.0,0.0,2780,3.3943833943833948,360.36172161172163,2777,3.390720390720391,359.8150183150184,2.592011949114335,2.590781093371377,0.0
33,50.060767523166156,49.939232476833844,1.3190240133438493,0.4091021922102569,0.4091021922102569,0.1215350463323131,2733,3.3369963369963367,351.79670329670324,2671,3.2612942612942613,340.4981684981685,2.592011949114335,2.590781093371377,0.087890625
66,50.19852047064633,49.80147952935367,1.758389529415502,1.234140348023689,1.234140348023689,0.3970409412926619,2603,3.178266178266178,328.10622710622704,2578,3.1477411477411477,323.55036630036625,2.550629282595658,2.5528361365712406,0.263671875
99,50.10604598742303,49.89395401257697,1.9291874870664836,0.4091021922102569,0.4091021922102569,0.21209197484606135,2515,3.070818070818071,312.0695970695971,2491,3.0415140415140414,307.69597069597063,2.469894005648042,2.397136426980626,0.087890625
132,50.01996993924434,49.98003006075566,1.934,0.0,0.0,0.039939878488687394,2469,3.0146520146520146,303.6868131868132,2460,3.0036630036630036,302.0467032967033,2.3542953105985593,2.2726242781441153,0.0
165,50.00665317788071,49.99334682211929,1.934,0.0,0.0,0.013306355761414673,2450,2.9914529914529915,300.22435897435895,2450,2.9914529914529915,300.22435897435895,2.3542953105985593,2.2726242781441153,0.0
198,50.00665317788071,49.99334682211929,2.348116524538573,0.0,0.0,0.013306355761414673,2450,2.9914529914529915,300.22435897435895,2446,2.9865689865689866,299.4954212454212,2.3244805343407324,2.2464273073756553,0.0
231,50.00665317788071,49.99334682211929,2.786362785804874,0.0,0.0,0.013306355761414673,2448,2.989010989010989,299.8598901098901,2460,3.0036630036630036,302.0467032967033,2.323693527149082,2.2457430226304824,0.0
264,50.00665317788071,49.99334682211929,3.143385482667169,0.0,0.0,0.013306355761414673,2453,2.995115995115995,300.77106227106225,2457,3.0,301.5,2.3280102242335547,2.2457360394083423,0.0
297,50.00665317788071,49.99334682211929,3.244408672237926,0.0,0.0,0.013306355761414673,2457,3.0,301.5,2459,3.0024420024420024,301.86446886446885,2.3280102242335547,2.2457360394083423,0.0
330,50.00665317788071,49.99334682211929,3.252,0.0,0.0,0.013306355761414673,2462,3.006105006105006,302.41117216117215,2455,2.9975579975579976,301.13553113553115,2.333790943919921,2.246155319417872,0.0
363,50.00665317788071,49.99334682211929,3.252,0.0,0.0,0.013306355761414673,2467,3.012210012210012,303.3223443223443,2460,3.0036630036630036,302.0467032967033,2.332592942092732,2.2457289417405275,0.0
396,50.00665317788071,49.99334682211929,3.1741691272931503,0.0,0.0,0.013306355761414673,2462,3.006105006105006,302.41117216117215,2456,2.998778998778999,301.31776556776555,2.332541924453987,2.245634042285876,0.0
429,50.00665317788071,49.99334682211929,3.009019429332266,0.0,0.0,0.013306355761414673,2458,3.001221001221001,301.6822344322344,2464,3.0085470085470085,302.77564102564105,2.332541924453987,2.245634042285876,0.0
462,50.00665317788071,49.99334682211929,2.9104801706659686,0.0,0.0,0.013306355761414673,2461,3.004884004884005,302.2289377289377,2458,3.001221001221001,301.6822344322344,2.335209201514976,2.2462631925200247,0.0
495,50.00665317788071,49.99334682211929,2.824752437176566,0.0,0.0,0.013306355761414673,2457,3.0,301.5,2455,2.9975579975579976,301.13553113553115,2.3320845370356724,2.2456129797727153,0.0
528,50.00665317788071,49.99334682211929,2.812,0.0,0.0,0.013306355761414673,2456,2.998778998778999,301.31776556776555,2454,2.9963369963369964,300.9532967032967,2.3313298694227043,2.245899982003264,0.0
561,50.00665317788071,49.99334682211929,2.812,0.0,0.0,0.013306355761414673,2460,3.0036630036630036,302.0467032967033,2467,3.012210012210012,303.3223443223443,2.3313298694227043,2.245899982003264,0.0
594,50.00665317788071,49.99334682211929,2.812,0.0,0.0,0.013306355761414673,2456,2.998778998778999,301.31776556776555,2455,2.9975579975579976,301.13553113553115,2.334583693624237,2.246175244437613,0.0
627,50.00665317788071,49.99334682211929,2.9563794346724945,0.0,0.0,0.013306355761414673,2472,3.0183150183150182,304.2335164835165,2469,3.0146520146520146,303.6868131868132,2.3310030937142088,2.2457149754601726,0.0
660,50.00665317788071,49.99334682211929,3.132378469334294,0.0,0.0,0.013306355761414673,2450,2.9914529914529915,300.22435897435895,2451,2.9926739926739927,300.4065934065934,2.3304156998246697,2.2459351312512115,0.0
693,50.00665317788071,49.99334682211929,3.3041972569416633,0.0,0.0,0.013306355761414673,2455,2.9975579975579976,301.13553113553115,2459,3.0024420024420024,301.86446886446885,2.3304156998246697,2.2459351312512115,0.0
726,50.00665317788071,49.99334682211929,3.548611928005121,0.0,0.0,0.013306355761414673,2461,3.004884004884005,302.2289377289377,2458,3.001221001221001,301.6822344322344,2.333980390749301,2.2461482197622593,0.0
759,50.00665317788071,49.99334682211929,3.881312017282422,0.0,0.0,0.013306355761414673,2477,3.0244200244200243,305.14468864468864,2476,3.023199023199023,304.9624542124542,2.33090189072107,2.2456587682229214,0.0
792,50.00665317788071,49.99334682211929,4.360247221008314,0.0,0.0,0.013306355761414673,2457,3.0,301.5,2460,3.0036630036630036,302.0467032967033,2.330792705409546,2.2457569891724787,0.0
