ms,ca,cb,caper,cbper,q,qdes,dq,dqdes,pa,pb,Ta,Tb,pid_u
0,3.111368784074766,2.888631215925234,62.22737568149532,57.77262431850468,0.0,14.849074988080096,0.0,0.0,362.54853479853483,364.3708791208792,2.577013236839257,2.6304822837364776,2.227375681495316
33,3.226925919168883,2.773074080831118,64.53851838337765,55.46148161662236,0.087890625,14.849074988080096,2.631292525392795,0.0,367.1043956043956,360.90842490842493,2.582347408074818,2.630701144776953,2.311142701882326
66,3.325824429094718,2.6741755709052812,66.51648858189436,53.48351141810563,1.142578125,14.849074988080096,31.574303165579657,0.0,381.86538461538464,352.525641025641,2.582347408074818,2.639392264665331,1.9779701985167208
100,3.3857375922106097,2.6142624077893903,67.7147518442122,52.2852481557878,3.779296875,14.849074988080096,79.20677684400994,0.0,393.34615384615387,340.315934065934,2.6181440018981146,2.6396074246118792,1.1982632623178382
133,3.4355558990282042,2.5644441009717958,68.71111798056408,51.28888201943592,6.15234375,14.849074988080096,71.06132848630854,0.0,402.6401098901099,325.91941391941384,2.596355889757279,2.6396074246118792,0.9963661363518822
166,3.4922956687921216,2.5077043312078784,69.84591337584243,50.15408662415757,7.55859375,14.849074988080096,42.1984737168204,0.0,413.3919413919414,314.2564102564103,2.5910571578740806,2.641800054181557,1.134795395278344
200,3.5288664381252026,2.4711335618747974,70.57732876250405,49.42267123749595,9.4921875,14.849074988080096,57.99743963632733,0.0,420.3168498168498,303.14010989010984,2.5910571578740806,2.6116251011272364,0.7314153866616233
233,3.5583297479046165,2.4416702520953835,71.16659495809233,48.833405041907675,11.162109375,14.849074988080096,50.22802711743017,0.0,423.59706959706955,294.9395604395604,2.5755891580579906,2.6071991230960694,0.5892661955882732
266,3.5983616449689237,2.4016383550310767,71.96723289937847,48.032767100621534,11.865234375,14.849074988080096,21.037195916013765,0.0,430.70421245421244,292.0238095238096,2.5533712263395536,2.6071991230960694,0.8006379412861349
300,3.6400770664595172,2.3599229335404828,72.80154132919034,47.19845867080966,12.3046875,14.849074988080096,13.196585658217806,0.0,433.98443223443223,288.01465201465203,2.5544353834942286,2.593401084661054,0.8343084298118683
